LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate
233,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:41.372,25746,INFO,nova.osapi_compute.wsgi.server,req-40c6c6d9-caf9-426e-b739-a5562aa4043a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
234,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:41.435,2931,INFO,nova.compute.manager,req-31d09752-6f82-4fc5-ac97-416b9c865af4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 0.45 seconds to deallocate network for instance.,E13,[instance: <*>] Took <*>.<*> seconds to deallocate network for instance.
235,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:42.476,25746,INFO,nova.osapi_compute.wsgi.server,req-4cb2bae3-c745-454c-bdca-bd5f7c53340f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
236,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:43.495,25746,INFO,nova.api.openstack.wsgi,req-a0893d5a-dc60-4c49-82e5-b9f7dfc2f6ab f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,E33,HTTP exception thrown: No instances found for any event
237,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:43.497,25746,INFO,nova.osapi_compute.wsgi.server,req-a0893d5a-dc60-4c49-82e5-b9f7dfc2f6ab f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.1146111",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
238,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:45.116,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>
239,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:45.117,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>
240,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:45.119,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E29,Base or swap file too young to remove: <*>
241,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:50.149,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>
242,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:50.150,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>
243,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:50.152,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E37,Removing base or swap file: <*>
244,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:52.949,25746,INFO,nova.osapi_compute.wsgi.server,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4586949",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
245,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:53.157,25746,INFO,nova.osapi_compute.wsgi.server,req-64dca5a6-dde8-45f1-9e76-e001afd2caa9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2041020",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
246,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.256,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E1,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
247,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.257,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total memory: 64172 MB, used: 512.00 MB",E17,"[instance: <*>] Total memory: <*> MB, used: <*>.<*> MB"
248,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.258,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] memory limit: 96258.00 MB, free: 95746.00 MB",E10,"[instance: <*>] memory limit: <*>.<*> MB, free: <*>.<*> MB"
249,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.259,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total disk: 15 GB, used: 0.00 GB",E16,"[instance: <*>] Total disk: <*> GB, used: <*>.<*> GB"
250,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.259,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] disk limit not specified, defaulting to unlimited",E6,"[instance: <*>] disk limit not specified, defaulting to unlimited"
251,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.260,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total vcpu: 16 VCPU, used: 0.00 VCPU",E18,"[instance: <*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU"
252,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.261,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] vcpu limit not specified, defaulting to unlimited",E19,"[instance: <*>] vcpu limit not specified, defaulting to unlimited"
253,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.293,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Claim successful,E2,[instance: <*>] Claim successful
254,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:53.338,25746,INFO,nova.osapi_compute.wsgi.server,req-de9d35cf-5e55-41c8-85ed-eae0a39f53f4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1767941",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
255,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:53.538,25746,INFO,nova.osapi_compute.wsgi.server,req-323b974a-761f-4406-b306-b93e2bb5e478 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1"" status: 200 len: 1708 time: 0.1951439",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
256,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.893,2931,INFO,nova.virt.libvirt.driver,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Creating image,E3,[instance: <*>] Creating image
257,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:54.818,25746,INFO,nova.osapi_compute.wsgi.server,req-e7b18c45-b875-4590-b598-617401f382c3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2754171",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
258,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:55.100,25746,INFO,nova.osapi_compute.wsgi.server,req-93ebec7f-31c0-4efe-bd3c-b139f832b447 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2773421",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
259,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:55.266,2931,INFO,nova.compute.manager,-,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Stopped (Lifecycle Event),E23,[instance: <*>] VM Stopped (Lifecycle Event)
260,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:56.385,25746,INFO,nova.osapi_compute.wsgi.server,req-cd862c89-18a0-4954-a1a0-f3f26df71d39 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2794621",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
261,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:56.636,25746,INFO,nova.osapi_compute.wsgi.server,req-ddab777b-9479-4ebb-b0a0-459ea7fd50b7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2469411",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
262,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:57.910,25746,INFO,nova.osapi_compute.wsgi.server,req-09b59776-544a-4963-b0ae-b19efe78d211 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2686541",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
263,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:58.172,25746,INFO,nova.osapi_compute.wsgi.server,req-1a086eaf-4641-48d5-bcd7-32c91302df8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2569268",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
264,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:59.428,25746,INFO,nova.osapi_compute.wsgi.server,req-87fb3150-d67d-4752-9f09-376914ef72ec 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2497211",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
265,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:59.664,25746,INFO,nova.osapi_compute.wsgi.server,req-e584ef57-6eeb-4444-bd9a-e1bf5ea3149b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2322080",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
266,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:00.935,25746,INFO,nova.osapi_compute.wsgi.server,req-bce85102-ddb3-4323-aa2f-073373c4af50 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2648559",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
267,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:01.197,25746,INFO,nova.osapi_compute.wsgi.server,req-45d4275d-2214-4159-b61e-168da60fc29d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2567871",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
268,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:02.464,25746,INFO,nova.osapi_compute.wsgi.server,req-5ef90541-0ddc-426b-a12a-3ca3cb0b9b81 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2612560",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
269,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:02.726,25746,INFO,nova.osapi_compute.wsgi.server,req-f7783f57-038a-4d59-af27-9c554d8fd072 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585540",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
270,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:03.997,25746,INFO,nova.osapi_compute.wsgi.server,req-ee142be0-90ed-45f1-a82c-1f2097469a7c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2649550",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
271,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:04.277,25746,INFO,nova.osapi_compute.wsgi.server,req-d4353962-c926-4d9c-87ea-4cc0834b395a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747011",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
272,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:05.159,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
273,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:05.160,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
274,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:05.358,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
275,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:05.653,25746,INFO,nova.osapi_compute.wsgi.server,req-77d6ad13-1155-4342-a655-eca5f333bf88 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3706589",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
276,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:05.920,25746,INFO,nova.osapi_compute.wsgi.server,req-91f43d98-99af-4c3c-ae42-753ae149ae99 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2630000",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
277,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:07.196,25746,INFO,nova.osapi_compute.wsgi.server,req-f75f4c92-16e4-4a6c-9ab5-fc2155379490 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2694011",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
278,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:07.339,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] VM Started (Lifecycle Event),E22,[instance: <*>] VM Started (Lifecycle Event)
279,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:07.403,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] VM Paused (Lifecycle Event),E20,[instance: <*>] VM Paused (Lifecycle Event)
280,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:07.471,25746,INFO,nova.osapi_compute.wsgi.server,req-55ebb1b1-6e88-44d5-be79-fe8b37e64ecf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2707460",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
281,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:07.518,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
282,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:08.740,25746,INFO,nova.osapi_compute.wsgi.server,req-b4692194-e82b-4c3b-9f95-afd1bcb5d768 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2636631",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
283,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:09.012,25746,INFO,nova.osapi_compute.wsgi.server,req-44701b65-e05c-4855-8fd1-ffb90c9b978e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2675440",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
284,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:10.284,25746,INFO,nova.osapi_compute.wsgi.server,req-91380ad7-eb23-433c-aba8-4bd0747e1c66 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2670941",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
285,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:10.413,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
286,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:10.414,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
287,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:10.601,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
288,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:10.715,25746,INFO,nova.osapi_compute.wsgi.server,req-a6d2fe15-c840-4b5f-b058-88ee45b5a7fe 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4255710",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
289,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:11.992,25746,INFO,nova.osapi_compute.wsgi.server,req-3cea2065-89b0-4f75-ad1a-338464ef9cd3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2708280",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
290,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:12.275,25746,INFO,nova.osapi_compute.wsgi.server,req-deb9d948-8712-41cb-b575-9d67db2bfc62 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2789159",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
291,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:13.540,25746,INFO,nova.osapi_compute.wsgi.server,req-23ece7f9-4204-4654-a696-11f5ecfb3f17 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2591121",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
292,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:13.815,25746,INFO,nova.osapi_compute.wsgi.server,req-1271f5ec-7a4e-4176-b507-2fc69a6142c9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2703741",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
293,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:14.170,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E28,Auditing locally available compute resources for node <*>
