LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate
349,156587,node-D0,clusterfilesystem,clusterfilesystem.not_served,1077865593,1,ClusterFileSystem: ServerFileSystem domain storage343 is no longer served by node node-11,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
350,159914,node-D3,clusterfilesystem,clusterfilesystem.not_served,1077875435,1,ClusterFileSystem: ServerFileSystem domain root19_domain is no longer served by node node-114,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
351,160172,node-D2,clusterfilesystem,clusterfilesystem.not_served,1077875490,1,ClusterFileSystem: ServerFileSystem domain root14_local is no longer served by node node-77,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
352,160413,node-D1,clusterfilesystem,clusterfilesystem.not_served,1077875542,1,ClusterFileSystem: ServerFileSystem domain root6_domain is no longer served by node node-37,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
354,253842,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079069186,1,ClusterFileSystem: ServerFileSystem domain root12_tmp is no longer served by node node-11,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
355,253687,node-D5,clusterfilesystem,clusterfilesystem.not_served,1079069131,1,ClusterFileSystem: ServerFileSystem domain root23_local is no longer served by node node-182,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
356,254062,node-D1,clusterfilesystem,clusterfilesystem.not_served,1079069211,1,ClusterFileSystem: ServerFileSystem domain root14_tmp is no longer served by node node-45,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
357,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
358,305331,node-D5,clusterfilesystem,clusterfilesystem.not_served,1082036035,1,ClusterFileSystem: ServerFileSystem domain root8_domain is no longer served by node node-167,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
359,304677,node-D6,clusterfilesystem,clusterfilesystem.not_served,1082035793,1,ClusterFileSystem: ServerFileSystem domain root25_local is no longer served by node node-216,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
360,182781,node-D5,clusterfilesystem,clusterfilesystem.not_served,1114854715,1,ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-160,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
361,190287,node-D4,clusterfilesystem,clusterfilesystem.not_served,1115830055,1,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-128,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
362,203954,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530480,1,ClusterFileSystem: ServerFileSystem domain root24_local is no longer served by node node-247,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
363,203956,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530480,1,ClusterFileSystem: ServerFileSystem domain root18_tmp is no longer served by node node-241,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
364,204008,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530487,1,ClusterFileSystem: ServerFileSystem domain root17_domain is no longer served by node node-240,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
365,218198,node-D0,clusterfilesystem,clusterfilesystem.not_served,1117056658,1,ClusterFileSystem: ServerFileSystem domain sc_cluster_backup is no longer served by node node-0,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
366,280288,node-D6,clusterfilesystem,clusterfilesystem.not_served,1120297769,1,ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-192,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
367,19318,node-D7,clusterfilesystem,clusterfilesystem.not_served,1124532600,1,ClusterFileSystem: ServerFileSystem domain cluster_var_backup is no longer served by node node-224,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
368,72165,node-D3,clusterfilesystem,clusterfilesystem.not_served,1127045031,1,ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
369,197958,node-D3,clusterfilesystem,clusterfilesystem.not_served,1131282056,1,ClusterFileSystem: ServerFileSystem domain root1_domain_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
370,226890,node-D6,clusterfilesystem,clusterfilesystem.not_served,1132171167,1,ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-219,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
371,2286759,full,partition,status,1061219795,-1,running,E38,running
372,2274013,full,partition,status,1060340885,-1,running,E38,running
373,2556866,full,partition,status,1072881064,1,running,E38,running
374,2279427,full,partition,status,1060773635,-1,running,E38,running
375,2279283,full,partition,status,1060744865,-1,running,E38,running
376,2273811,full,partition,status,1060324505,-1,running,E38,running
377,2272849,full,partition,status,1060239078,-1,running,E38,running
378,2561542,full,partition,status,1073427660,1,blocked,E3,blocked
379,2561161,full,partition,status,1073359530,1,blocked,E3,blocked
380,2313012,full,partition,status,1061552195,-1,running,E38,running
381,2277349,full,partition,status,1060507389,-1,running,E38,running
382,2567354,node-147,node,status,1074098611,1,not responding,E32,not responding
383,2567461,node-C0,domain,status,1074098612,1,not responding,E32,not responding
384,2567534,node-97,node,status,1074098640,1,configured out,E14,configured out
385,2579921,node-140,node,status,1074216940,1,running,E38,running
386,2579951,node-170,node,status,1074216940,1,running,E38,running
387,2580020,node-239,node,status,1074216940,1,running,E38,running
388,2580712,node-100,node,status,1074217199,1,not responding,E32,not responding
389,2581412,node-211,node,status,1074217360,1,not responding,E32,not responding
390,2590658,node-123,node,status,1074262967,1,running,E38,running
391,2595860,node-46,node,status,1074288846,1,not responding,E32,not responding
392,2596116,node-185,node,status,1074289057,1,not responding,E32,not responding
393,2596202,node-216,node,status,1074289110,1,configured out,E14,configured out
394,2596232,node-239,node,status,1074289147,1,not responding,E32,not responding
395,2287804,full,partition,status,1061267556,-1,running,E38,running
396,2271403,full,partition,status,1060163570,-1,running,E38,running
397,2608517,full,partition,status,1074462770,1,running,E38,running
398,2590751,node-216,node,status,1074262967,1,running,E38,running
399,2595682,node-12,node,status,1074288817,1,not responding,E32,not responding
400,2596033,node-131,node,status,1074288991,1,not responding,E32,not responding
401,2596168,node-211,node,status,1074289105,1,not responding,E32,not responding
402,2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
403,2601823,node-49,node,status,1074298784,1,running,E38,running
404,2601830,node-56,node,status,1074298784,1,running,E38,running
405,2601896,node-122,node,status,1074298784,0,running,E38,running
406,2601953,node-144,node,status,1074299123,1,running,E38,running
407,2602004,node-195,node,status,1074299123,1,running,E38,running
408,41982,node-202,node,status,1076539387,1,running,E38,running
409,41798,node-17,node,status,1076539387,1,running,E38,running
410,35712,node-71,node,status,1076533037,1,configured out,E14,configured out
411,44677,node-112,node,status,1076542145,1,running,E38,running
412,45685,node-109,node,status,1076544000,1,active,E1,active
413,47692,node-161,node,status,1076615678,1,configured out,E14,configured out
414,47913,node-163,node,status,1076619203,1,running,E38,running
415,47952,node-202,node,status,1076619203,1,running,E38,running
416,54740,node-238,node,status,1076837827,1,configured out,E14,configured out
417,80830,node-65,node,status,1077321390,1,configured out,E14,configured out
418,77067,node-35,node,status,1077215250,1,configured out,E14,configured out
419,76769,node-61,node,status,1077207138,1,running,E38,running
420,76110,node-37,node,status,1077204510,1,configured out,E14,configured out
421,57489,node-27,node,status,1076864329,1,not responding,E32,not responding
422,114954,node-206,node,status,1077744705,1,running,E38,running
423,114862,node-114,node,status,1077744705,1,running,E38,running
424,100995,node-22,node,status,1077723931,1,configured out,E14,configured out
425,100947,node-87,node,status,1077723931,1,not responding,E32,not responding
426,100048,node-215,node,status,1077649605,1,running,E38,running
427,90661,node-61,node,status,1077630630,1,configured out,E14,configured out
428,135341,node-225,node,status,1077805320,1,not responding,E32,not responding
429,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
430,172472,node-100,node,status,1077891510,1,configured out,E14,configured out
431,172572,node-168,node,status,1077891560,1,not responding,E32,not responding
432,178780,node-147,node,status,1077897241,0,running,E38,running
433,182635,node-44,node,status,1077901440,1,configured out,E14,configured out
434,182754,node-109,node,status,1077901531,1,configured out,E14,configured out
435,182817,node-143,node,status,1077901590,1,configured out,E14,configured out
436,182920,node-218,node,status,1077901649,1,not responding,E32,not responding
437,182943,node-212,node,status,1077901650,0,configured out,E14,configured out
438,222217,node-204,node,status,1078490191,1,configured out,E14,configured out
439,178781,node-148,node,status,1077897241,1,running,E38,running
440,219135,node-99,node,status,1078470966,1,running,E38,running
441,219117,node-81,node,status,1078470966,1,running,E38,running
442,212764,node-120,node,status,1078465560,1,configured out,E14,configured out
443,212647,node-60,node,status,1078465470,1,configured out,E14,configured out
444,212610,node-49,node,status,1078465457,1,not responding,E32,not responding
445,212601,node-40,node,status,1078465457,1,not responding,E32,not responding
446,205653,node-175,node,status,1078406503,1,configured out,E14,configured out
447,200920,node-165,node,status,1078122733,1,running,E38,running
448,199728,node-186,node,status,1078118432,1,configured out,E14,configured out
449,199720,node-178,node,status,1078118432,1,configured out,E14,configured out
450,264741,node-209,node,status,1079261513,0,running,E38,running
451,264527,node-159,node,status,1079259783,1,not responding,E32,not responding
452,264395,node-196,node,status,1079255686,1,active,E1,active
453,264038,full,partition,status,1079249252,1,running,E38,running
454,263641,full,partition,status,1079248586,1,running,E38,running
455,263520,node-170,node,status,1079248515,1,configured out,E14,configured out
456,263068,node-173,node,status,1079245564,1,running,E38,running
457,262672,node-36,node,status,1079243476,1,configured out,E14,configured out
458,262650,node-139,node,status,1079243475,1,running,E38,running
459,262432,full,partition,status,1079241153,1,running,E38,running
460,261973,full,partition,status,1079220450,1,blocked,E3,blocked
461,261817,node-89,node,status,1079218683,1,not responding,E32,not responding
462,261699,node-230,node,status,1079218682,1,not responding,E32,not responding
463,261582,node-161,node,status,1079216417,1,running,E38,running
464,261427,node-233,node,status,1079216415,1,not responding,E32,not responding
465,261004,node-25,node,status,1079190995,1,not responding,E32,not responding
466,260472,node-13,node,status,1079143598,1,not responding,E32,not responding
467,260233,node-166,node,status,1079127020,1,running,E38,running
468,260225,node-254,node,status,1079127019,1,running,E38,running
469,260158,node-155,node,status,1079127017,1,running,E38,running
470,260078,node-11,node,status,1079127017,1,not responding,E32,not responding
471,259819,node-212,node,status,1079111625,1,running,E38,running
472,259458,node-30,node,status,1079081093,1,running,E38,running
473,252790,node-229,node,status,1079068924,1,configured out,E14,configured out
474,252605,node-44,node,status,1079068924,1,configured out,E14,configured out
475,250426,node-250,node,status,1079054309,1,running,E38,running
476,250337,node-161,node,status,1079054308,1,running,E38,running
477,244332,node-34,node,status,1079047060,1,not responding,E32,not responding
478,239558,node-164,node,status,1079019273,1,running,E38,running
479,239458,node-64,node,status,1079019273,1,running,E38,running
480,235493,node-D6,domain,status,1079014470,1,not responding,E32,not responding
481,234468,node-203,node,status,1079013901,1,configured out,E14,configured out
482,234328,node-61,node,status,1079013840,1,configured out,E14,configured out
483,234321,node-54,node,status,1079013840,1,configured out,E14,configured out
484,232876,node-144,node,status,1079011232,1,configured out,E14,configured out
485,229430,node-6,node,status,1078970342,1,configured out,E14,configured out
486,272707,node-169,node,status,1079615369,1,not responding,E32,not responding
487,272591,node-153,node,status,1079615344,0,not responding,E32,not responding
488,272170,node-62,node,status,1079615293,1,not responding,E32,not responding
489,277642,node-165,node,status,1079618688,1,running,E38,running
490,277686,node-209,node,status,1079618688,1,running,E38,running
491,273131,node-253,node,status,1079615432,0,configured out,E14,configured out
492,273112,node-234,node,status,1079615432,0,configured out,E14,configured out
493,272780,node-174,node,status,1079615371,0,configured out,E14,configured out
494,272777,node-171,node,status,1079615371,0,configured out,E14,configured out
495,284353,node-23,node,status,1080145602,1,running,E38,running
496,284195,full,partition,status,1080133799,1,running,E38,running
497,273098,node-217,node,status,1079615432,0,configured out,E14,configured out
498,277540,node-119,node,status,1079618410,0,running,E38,running
499,272731,node-185,node,status,1079615370,0,not responding,E32,not responding
500,272589,node-151,node,status,1079615344,0,not responding,E32,not responding
501,296297,node-225,node,status,1081571034,1,not responding,E32,not responding
502,277540,node-119,node,status,1079618410,0,running,E38,running
503,277545,node-124,node,status,1079618410,0,running,E38,running
504,272769,node-163,node,status,1079615371,1,configured out,E14,configured out
505,296384,node-77,node,status,1081571037,1,not responding,E32,not responding
506,300968,full,partition,status,1081932726,1,running,E38,running
507,300890,node-220,node,status,1081931335,1,not responding,E32,not responding
508,310009,node-13,node,status,1082040658,1,running,E38,running
509,315748,node-19,node,status,1082665230,1,configured out,E14,configured out
510,329774,node-235,node,status,1083207608,0,running,E38,running
511,329596,node-57,node,status,1083207607,1,running,E38,running
512,323276,node-189,node,status,1083197700,1,not responding,E32,not responding
513,323246,node-170,node,status,1083197700,1,not responding,E32,not responding
514,321846,node-91,node,status,1083195752,1,configured out,E14,configured out
515,321826,node-65,node,status,1083195751,1,configured out,E14,configured out
516,316706,node-90,node,status,1082894753,1,running,E38,running
517,340207,node-245,node,status,1083317700,0,running,E38,running
518,329646,node-107,node,status,1083207607,0,running,E38,running
519,339296,node-125,node,status,1083307405,0,configured out,E14,configured out
520,340120,node-158,node,status,1083317700,0,running,E38,running
521,340209,node-247,node,status,1083317700,0,running,E38,running
522,344357,node-88,node,status,1084269621,0,configured out,E14,configured out
523,344301,node-52,node,status,1084269345,0,configured out,E14,configured out
524,343802,node-52,node,status,1084264230,1,configured out,E14,configured out
525,366141,node-95,node,status,1085078720,1,running,E38,running
526,366113,node-67,node,status,1085078720,1,running,E38,running
527,371329,full,partition,status,1085797473,1,running,E38,running
528,370250,full,partition,status,1085689890,1,blocked,E3,blocked
529,369970,full,partition,status,1085682780,1,blocked,E3,blocked
530,369548,node-112,node,status,1085659157,1,not responding,E32,not responding
531,369300,node-79,node,status,1085569402,1,running,E38,running
532,369186,node-168,node,status,1085568282,0,running,E38,running
533,368987,node-95,node,status,1085567825,1,configured out,E14,configured out
534,379999,node-231,node,status,1086028827,0,running,E38,running
535,379995,node-227,node,status,1086028827,0,running,E38,running
536,379993,node-225,node,status,1086028827,0,running,E38,running
537,379872,node-103,node,status,1086028827,0,running,E38,running
538,379859,node-90,node,status,1086028826,1,running,E38,running
539,372036,node-219,node,status,1085921340,1,configured out,E14,configured out
540,371847,node-49,node,status,1085921312,1,configured out,E14,configured out
541,371602,node--tc6,tserver,status,1085921002,1,not-responding,E33,not-responding
542,379912,node-144,node,status,1086028827,0,running,E38,running
543,386689,full,partition,status,1087478923,1,running,E38,running
544,386783,node-224,node,status,1087499940,1,active,E1,active
545,392804,node-41,node,status,1088023736,0,running,E38,running
546,392696,node-126,node,status,1088023734,0,running,E38,running
547,392653,node-51,node,status,1088023733,1,running,E38,running
548,392736,node-198,node,status,1088023734,0,running,E38,running
549,392729,node-159,node,status,1088023734,0,running,E38,running
550,392693,node-123,node,status,1088023734,0,running,E38,running
551,399657,node-155,node,status,1089893790,1,not responding,E32,not responding
552,399519,node-85,node,status,1089893761,1,configured out,E14,configured out
553,399366,node-39,node,status,1089893731,1,configured out,E14,configured out
554,399176,node-54,node,status,1089893717,1,not responding,E32,not responding
555,398501,node-235,node,status,1089811825,1,running,E38,running
556,410509,node-221,node,status,1091255504,1,running,E38,running
557,409269,node-195,node,status,1091248620,1,configured out,E14,configured out
558,371878,node-64,node,status,1085921340,-1,configured out,E14,configured out
559,413605,node-154,node,status,1092321126,1,running,E38,running
560,413350,node-41,node,status,1092320602,1,running,E38,running
561,416005,full,partition,status,1092949734,1,running,E38,running
562,368988,node-96,node,status,1085567825,-1,configured out,E14,configured out
563,418211,node-D0,domain,status,1093628640,1,inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
564,413243,node-191,node,status,1092320499,0,configured out,E14,configured out
565,417113,full,partition,status,1093473150,1,blocked,E3,blocked
566,413275,node-222,node,status,1092320499,0,configured out,E14,configured out
567,421363,full,partition,status,1094571984,1,running,E38,running
568,421349,node-18,node,status,1094571950,1,running,E38,running
569,432939,node-254,node,status,1095349520,0,running,E38,running
570,413246,node-193,node,status,1092320499,1,configured out,E14,configured out
571,425784,node-186,node,status,1095342830,1,not responding,E32,not responding
572,425734,node-133,node,status,1095342780,1,configured out,E14,configured out
573,425522,node-37,node,status,1095342574,1,not responding,E32,not responding
574,425174,node-109,node,status,1095341304,1,running,E38,running
575,425071,node-174,node,status,1095341277,1,active,E1,active
576,424807,node-53,node,status,1095339932,1,not responding,E32,not responding
577,424635,node-211,node,status,1095338588,1,configured out,E14,configured out
578,424634,node-210,node,status,1095338588,1,configured out,E14,configured out
579,432838,node-153,node,status,1095349520,0,running,E38,running
580,432843,node-158,node,status,1095349520,1,running,E38,running
581,371910,node-96,node,status,1085921340,-1,configured out,E14,configured out
582,442459,node-42,node,status,1098366960,1,not responding,E32,not responding
583,448690,node-48,node,status,1098394861,1,running,E38,running
584,448947,node-66,node,status,1098395762,1,configured out,E14,configured out
585,449708,full,partition,status,1098490050,1,blocked,E3,blocked
586,453178,full,partition,status,1098987334,1,running,E38,running
587,451647,node-9,node,status,1098825692,1,configured out,E14,configured out
588,450090,node-14,node,status,1098716306,1,not responding,E32,not responding
589,360067,node-96,node,status,1085056650,-1,configured out,E14,configured out
590,369020,node-160,node,status,1085567825,-1,configured out,E14,configured out
591,382264,node-0,node,status,1086300660,-1,configured out,E14,configured out
592,457562,node-238,node,status,1100413674,1,configured out,E14,configured out
593,448744,node-102,node,status,1098394861,0,running,E38,running
594,18624,node-205,node,status,1100784210,1,configured out,E14,configured out
595,18387,node-184,node,status,1100784181,1,configured out,E14,configured out
596,24011,node-77,node,status,1100788549,1,running,E38,running
597,24024,node-90,node,status,1100788549,1,running,E38,running
598,24139,node-205,node,status,1100788549,0,running,E38,running
599,30351,full,partition,status,1102218393,1,running,E38,running
600,24181,node-247,node,status,1100788549,1,running,E38,running
601,27536,node-0,node,status,1101792840,1,configured out,E14,configured out
602,33966,node-16,node,status,1102693232,1,configured out,E14,configured out
603,32980,node-26,node,status,1102476182,1,running,E38,running
604,41359,full,partition,status,1104950640,1,blocked,E3,blocked
605,53241,node-175,node,status,1107152281,1,configured out,E14,configured out
606,56392,node-224,node,status,1107904598,1,running,E38,running
607,73494,node-29,node,status,1108652943,1,running,E38,running
608,73690,node-165,node,status,1108653007,1,running,E38,running
609,77384,node-233,node,status,1108744158,1,running,E38,running
610,84322,full,partition,status,1109007900,1,blocked,E3,blocked
611,91139,node-172,node,status,1109725656,1,configured out,E14,configured out
612,97235,full,partition,status,1110138244,1,running,E38,running
613,110520,node-73,node,status,1111066002,1,not responding,E32,not responding
614,117663,node-151,node,status,1111074926,0,running,E38,running
615,117632,node-120,node,status,1111074926,0,running,E38,running
616,117588,node-76,node,status,1111074926,1,running,E38,running
617,117564,node-52,node,status,1111074926,1,running,E38,running
618,111216,node-192,node,status,1111071420,1,configured out,E14,configured out
619,110959,node-252,node,status,1111068030,1,configured out,E14,configured out
620,110554,node-174,node,status,1111067067,1,not responding,E32,not responding
621,138134,node-73,node,status,1111869296,1,running,E38,running
622,117751,node-239,node,status,1111074926,1,running,E38,running
623,117724,node-212,node,status,1111074926,1,running,E38,running
624,126627,node-160,node,status,1111828200,1,not responding,E32,not responding
625,141504,node-104,node,status,1112420952,1,running,E38,running
626,140900,node-239,node,status,1112389915,0,running,E38,running
627,140782,node-220,node,status,1112389862,1,not responding,E32,not responding
628,140676,full,partition,status,1112346856,1,starting,E41,starting
629,139541,node-231,node,status,1112055605,1,configured out,E14,configured out
630,139404,node-242,node,status,1112054374,1,configured out,E14,configured out
631,139086,node-228,node,status,1112051942,1,configured out,E14,configured out
632,154699,node-86,node,status,1113371286,1,configured out,E14,configured out
633,169348,node-35,node,status,1114098974,1,running,E38,running
634,176994,node-218,node,status,1114435800,1,configured out,E14,configured out
635,202074,node-210,node,status,1116448620,1,not responding,E32,not responding
636,202181,node-34,node,status,1116448621,1,not responding,E32,not responding
637,202342,node-165,node,status,1116448650,1,configured out,E14,configured out
638,216915,node-113,node,status,1116619994,1,running,E38,running
639,216956,node-154,node,status,1116619994,1,running,E38,running
640,251283,node-200,node,status,1118926110,1,configured out,E14,configured out
641,251334,node-254,node,status,1118926152,1,not responding,E32,not responding
642,277298,full,partition,status,1120076193,1,running,E38,running
643,251065,node-92,node,status,1118925810,0,configured out,E14,configured out
644,284996,node-191,node,status,1120682568,1,running,E38,running
645,284693,node-184,node,status,1120680817,1,configured out,E14,configured out
646,284668,full,partition,status,1120680810,1,blocked,E3,blocked
647,846,node-95,node,status,1123709833,1,running,E38,running
648,923,node-172,node,status,1123709833,1,running,E38,running
649,1004,node-253,node,status,1123709833,1,running,E38,running
650,14730,node-172,node,status,1124378018,1,running,E38,running
651,26628,full,partition,status,1124999460,1,blocked,E3,blocked
652,46680,node-126,node,status,1126168979,1,running,E38,running
653,46615,node-181,node,status,1126168951,1,running,E38,running
654,56225,node-74,node,status,1126814969,1,running,E38,running
655,56504,node-55,node,status,1126815181,1,configured out,E14,configured out
656,58843,full,partition,status,1126818053,1,closing,E7,closing
657,56256,node-105,node,status,1126814969,0,running,E38,running
658,56261,node-110,node,status,1126814969,0,running,E38,running
659,56327,node-175,node,status,1126814970,0,running,E38,running
660,89931,full,partition,status,1128014704,1,running,E38,running
661,98836,node-83,node,status,1128237754,1,running,E38,running
662,56298,node-146,node,status,1126814970,0,running,E38,running
663,56335,node-183,node,status,1126814970,0,running,E38,running
664,56329,node-177,node,status,1126814970,0,running,E38,running
665,56404,node-254,node,status,1126814970,0,running,E38,running
666,116947,node-202,node,status,1128899526,1,running,E38,running
667,56349,node-198,node,status,1126814970,1,running,E38,running
668,46114,node-182,node,status,1126165404,-1,configured out,E14,configured out
669,169688,node-44,node,status,1131210631,1,not responding,E32,not responding
670,169664,node-40,node,status,1131210631,1,not responding,E32,not responding
671,168084,full,partition,status,1131032850,1,blocked,E3,blocked
672,197110,node-253,node,status,1131247704,1,running,E38,running
673,205176,node-15,node,status,1131532770,1,not responding,E32,not responding
674,205095,full,partition,status,1131530296,1,running,E38,running
675,204732,node-44,node,status,1131527920,1,active,E1,active
676,203294,node-215,node,status,1131298338,1,not responding,E32,not responding
677,219581,node-76,node,status,1132157850,1,configured out,E14,configured out
678,220122,node-D3,domain,status,1132158690,1,not responding,E32,not responding
679,260401,full,partition,status,1133290901,1,running,E38,running
680,46105,full,partition,status,1126164412,-1,running,E38,running
681,274783,full,partition,status,1133702160,1,blocked,E3,blocked
682,285000,node-11,node,status,1134656644,1,running,E38,running
683,286085,node-4,node,status,1134669635,1,not responding,E32,not responding
684,286957,node-162,node,status,1134670027,1,not responding,E32,not responding
685,290042,node-183,node,status,1134672259,1,running,E38,running
686,289977,node-127,node,status,1134672205,0,running,E38,running
687,309872,full,partition,status,1135802130,1,blocked,E3,blocked
688,323320,node-255,node,status,1139735822,1,not responding,E32,not responding
689,327050,node-7,node,status,1140098610,1,configured out,E14,configured out
690,366404,node-237,node,status,1141512720,1,configured out,E14,configured out
691,378400,node-232,node,status,1141679919,0,running,E38,running
692,378260,node-92,node,status,1141679919,1,running,E38,running
693,378195,node-27,node,status,1141679919,1,running,E38,running
694,372004,node-90,node,status,1141671840,0,configured out,E14,configured out
695,371954,node-40,node,status,1141671840,1,configured out,E14,configured out
696,371941,node-27,node,status,1141671840,1,configured out,E14,configured out
697,401242,node-145,node,status,1142533309,0,running,E38,running
698,401248,node-151,node,status,1142533309,0,running,E38,running
699,401202,node-104,node,status,1142533309,0,running,E38,running
700,415345,node-D0,domain,status,1142942280,1,inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>
701,414885,node-225,node,status,1142872170,1,configured out,E14,configured out
702,401232,node-135,node,status,1142533309,1,running,E38,running
703,454307,full,partition,status,1145174910,1,blocked,E3,blocked
704,451133,node-130,node,status,1144858896,1,running,E38,running
705,459286,node-208,node,status,1145542009,1,not responding,E32,not responding
706,459133,node-108,node,status,1145541960,1,configured out,E14,configured out
707,463655,node-135,node,status,1145554526,0,running,E38,running
708,463680,node-160,node,status,1145554526,0,running,E38,running
709,463769,node-249,node,status,1145554526,0,running,E38,running
710,463684,node-164,node,status,1145554526,0,running,E38,running
711,2559971,gige7,gige,temperature,1073151998,1,normal,E31,normal
712,2552510,gige7,gige,temperature,1072553474,1,normal,E31,normal
713,2556843,gige5,gige,temperature,1072878243,1,warning,E46,warning
714,2555058,gige7,gige,temperature,1072734978,1,normal,E31,normal
715,2554674,gige7,gige,temperature,1072671675,1,normal,E31,normal
716,2554666,gige5,gige,temperature,1072670036,1,warning,E46,warning
717,2552992,node-212,node,temperature,1072633140,1,ambient=30,E2,ambient=<*>
718,2563073,gige7,gige,temperature,1073610711,1,normal,E31,normal
719,2562762,node-232,node,temperature,1073579610,1,ambient=30,E2,ambient=<*>
720,2562656,gige7,gige,temperature,1073561505,1,normal,E31,normal
721,2561340,gige7,gige,temperature,1073394404,1,normal,E31,normal
722,2561239,gige4,gige,temperature,1073375350,1,critical,E15,critical
723,2566893,gige7,gige,temperature,1074020818,1,normal,E31,normal
724,2565183,gige7,gige,temperature,1073933218,1,normal,E31,normal
725,2585341,gige7,gige,temperature,1074234092,1,critical,E15,critical
726,2615431,gige7,gige,temperature,1074848953,1,normal,E31,normal
727,2614737,node-166,node,temperature,1074776943,1,ambient=31,E2,ambient=<*>
728,2614640,gige7,gige,temperature,1074755051,1,normal,E31,normal
729,2613815,gige5,gige,temperature,1074625028,1,normal,E31,normal
730,2594414,node-239,node,temperature,1074274436,1,ambient=30,E2,ambient=<*>
731,2594419,node-235,node,temperature,1074274436,1,ambient=29,E2,ambient=<*>
732,19801,gige7,gige,temperature,1076047551,1,normal,E31,normal
733,40754,node-172,node,temperature,1076538724,1,ambient=26,E2,ambient=<*>
734,35006,node-238,node,temperature,1076506869,1,ambient=30,E2,ambient=<*>
735,34905,gige7,gige,temperature,1076493252,1,warning,E46,warning
736,31923,gige4,gige,temperature,1076386562,1,critical,E15,critical
