EventId,EventTemplate
E248,Invalidating watch set.
E249,IOHibernatePollerOpen(<*>)
E250,"IOPMrootDomain: idle cancel, state <*>"
E251,IOPolledFilePollersOpen(<*>) <*> ms
E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
E253,jemmytest
E254,kern_open_file_for_direct_io took <*> ms
E255,kern_open_file_for_direct_io(<*>)
E256,KeychainGetICDPStatus: keychain: <*>
E257,KeychainGetICDPStatus: status: off
E258,Location icon should now be in state 'Active'
E259,Location icon should now be in state 'Inactive'
E260,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>)
E261,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>)
E262,mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*>)
E263,mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>)
E264,network changed: <*>(<*>!:<*>) DNS+ Proxy+ SMB
E265,network changed: <*>(<*>) DNS- Proxy-
E266,network changed: <*>(<*>:<*>) <*>(<*>) DNS Proxy SMB
E267,network changed: <*>(<*>:<*>) <*>(<*>) DNS! Proxy SMB
E268,network changed: DNS*
E269,network changed: DNS* Proxy
E270,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>"
E271,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>.<*>"
E272,"network_reachability_changed : network is not reachable, netbiosd is shutting down"
E273,"no application identifier provided, can't use provisioning profiles [pid=<*>]"
E274,no sleep images for WillPowerOffWithImages
E275,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)"
E276,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
E277,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [<*>_<*>] libnetcore-<*>.<*>.<*> <*>   libsystem_network.dylib             <*> __nw_create_backtrace_string + <*> <*>   libsystem_network.dylib             <*> nw_path_evaluator_start_helper_connection + <*> <*>   libdispatch.dylib                   <*> _dispatch_call_block_and_release + <*> <*>   libdispatch.dylib                   <*> _dispatch_client_callout + <*> <*>   libdispatch.dylib                   <*> _dispatch_queue_drain + <*> <*>   libdispatch.dylib                   <*> _dispatch_queue_invoke + <*> <*>   libdispatch.dylib                   <*> _dispatch_root_queue_drain + <*> <*>   libdispatch.dylib                   <*> _dispatch_worker_<*> + <*> <*>   libsystem_pthread.dylib             <*> _pthread_wqthread + <*> <*>   libsystem_pthread.dylib             <*> start_wqthread + <*>"
E278,objc[<*>]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.
E279,objc[<*>]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.
E280,"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>"
E281,"Page bounds {{<*>, <*>}, {<*>, <*>}}"
E282,"pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>"
E283,"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>"
E284,payload Data <*> <*>
E285,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}"
E286,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}"
E287,Peripheral manager is not powered on
E288,"PM response took <*> ms (<*>, powerd)"
E289,"PM response took <*> ms (<*>, QQ)"
E290,"PM response took <*> ms (<*>, WeChat)"
E291,PMStats: Hibernate read took <*> ms
E292,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>"
E293,Previous sleep cause: <*>
E294,Received Capture Event
E295,"RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>"
E296,RTC: PowerByCalendarDate setting ignored
E297,Sandbox: <*>(<*>) deny(<*>) file-read-data /private/etc/hosts
E298,Sandbox: <*>(<*>) deny(<*>) ipc-posix-shm-read-data CFPBS:<*>:
E299,Sandbox: <*>(<*>) deny(<*>) mach-lookup <*>
E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder
E301,Saw change in network reachability (isReachable=<*>)
E302,"schedule invalidation <DYTransport <*>, error: lost transport connection (<*>)>"
E303,"SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
E304,"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
E305,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.
E306,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.<*>"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent"
E307,Service exited with abnormal code: <*>
E308,Session <*> created
E309,Session <*> destroyed
E310,"Setting BTCoex Config: enable_<*>:<*>, profile_<*>:<*>, enable_<*>:<*>, profile_<*>:<*>"
E311,"setting hostname to ""<*>"""
E312,sigio_handler: sigio_handler_active != <*>
E313,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
E314,TBT W (<*>): <*> [x]
E315,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert
E316,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is down
E317,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable
E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
E319,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>
E320,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>
E321,Telling CSI to go low power.
E322,the url = <*>
E323,Thermal pressure state: <*> Memory pressure state: <*>
E324,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:[NSScrollView:<*>]-(<*>)-|   (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>]   (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=--& V:[NSView:<*>(<*>)]>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSView:<*>]   (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:[NSView:<*>]-(<*>)-|   (Names: '|':NSView:<*> )>"" )  Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>]   (Names: '|':NSView:<*> )>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger."
E325,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>]   (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)]   (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(<*>)-|   (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger."
E326,Unable to start NetBIOS name service:
E327,"Unexpected payload found for message <*>, dataLen <*>"
E328,Unrecognized attribute value: t:AbchPersonItemType
E329,Unrecognized XSSimpleTypeDefinition: OneOff
E330,url host = <*>
E331,USBMSC Identifier (non-unique): <*>
E332,"VDCAssistant:  Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)"
E333,vm_compressor_fastwake_warmup (<*> - <*>) - starting
E334,vm_compressor_fastwake_warmup completed - took <*> msecs
E335,Wake reason: ?
E336,Wake reason: ARPT (Network)
E337,Wake reason: EC.SleepTimer (SleepTimer)
E338,Wake reason: RTC (Alarm)
E339,wake time set <*> s
E340,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages
E341,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.
