LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
580,Jul,3,16:25:54,authorMacBook-Pro,sandboxd,129,[33562],com.apple.Addres(33562) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder
581,Jul,3,16:27:03,authorMacBook-Pro,kernel,0,,ARPT: 682969.397322: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],E125,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable]
582,Jul,3,16:27:03,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,E276,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
583,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>"
584,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,E176,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
585,Jul,3,16:27:08,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,E119,AppleCamIn::handleWakeEvent_gated
586,Jul,3,16:27:09,authorMacBook-Pro,kernel,0,,ARPT: 682977.654133: wlc_dump_aggfifo:,E151,ARPT: <*>.<*>: wlc_dump_aggfifo:
587,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>"
588,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml",E204,doSaveChannels@<*>: Will write to: <*>
589,Jul,3,16:27:11,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,E163,Captive: CNPluginHandler en0: Authenticated
590,Jul,3,16:27:47,calvisitor-10-105-160-184,locationd,82,,Location icon should now be in state 'Inactive',E259,Location icon should now be in state 'Inactive'
591,Jul,3,16:28:34,calvisitor-10-105-160-184,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
592,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,E317,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable
593,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21158 failed: 3 - No network route,E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
594,Jul,3,16:28:35,authorMacBook-Pro,corecaptured,33544,,Received Capture Event,E294,Received Capture Event
595,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt, Current File [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>"
596,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun
597,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,E167,CCFile::captureLog
598,Jul,3,16:28:40,authorMacBook-Pro,kernel,0,,ARPT: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024,E133,ARPT: <*>.<*>: framerdy <*> bmccmd <*> framecnt <*>
599,Jul,3,16:28:55,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
600,Jul,3,16:28:56,calvisitor-10-105-160-184,QQ,10018,,button report: 0x8002bdf,E161,button report: <*>
601,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml, Current File [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>"
602,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,E176,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
603,Jul,3,16:29:30,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,E58,<*>::setAwdlAutoMode Resuming AWDL
604,Jul,3,16:35:52,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating,E164,Captive: CNPluginHandler en0: Evaluating
605,Jul,3,16:35:54,calvisitor-10-105-160-184,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 103.251.128.144:80,E49,__<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*>.<*> tc<*> <*>:<*>
606,Jul,3,16:36:40,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,E59,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED
607,Jul,3,16:36:40,calvisitor-10-105-160-184,AddressBookSourceSync,33594,,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",E27,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}"
608,Jul,3,16:36:49,calvisitor-10-105-160-184,corecaptured,33544,,CCFile::captureLog,E167,CCFile::captureLog
609,Jul,3,16:36:55,calvisitor-10-105-160-184,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,E44,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.
610,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683172.046921: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],E128,ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled]
611,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683173.929950: ARPT: Wake Reason: Wake on Scan offload,E131,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload
612,Jul,3,16:56:42,calvisitor-10-105-160-184,kernel,0,,"ARPT: 683239.026135: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
613,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate image path: /var/vm/sleepimage,E226,hibernate image path: <*>
614,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages,E228,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages
615,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,"hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s",E229,"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s"
616,Jul,3,17:10:11,calvisitor-10-105-160-184,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
617,Jul,3,17:10:11,calvisitor-10-105-160-184,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,E155,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>
618,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4,E55,<*>::<*> - retries = <*>
619,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,hibernate_machine_init reading,E230,hibernate_machine_init reading
620,Jul,3,17:23:55,calvisitor-10-105-160-184,UserEventAgent,43,,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,E154,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>
621,Jul,3,17:25:12,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 3349 wired pages,E228,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages
622,Jul,3,17:25:12,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
623,Jul,3,17:25:12,calvisitor-10-105-160-184,UserEventAgent,43,,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,E154,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>
624,Jul,3,17:25:13,calvisitor-10-105-160-184,kernel,0,,AirPort: Link Up on awdl0,E111,AirPort: Link Up on awdl0
625,Jul,3,17:25:15,calvisitor-10-105-160-184,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-04 00:25:15 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),E48,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=<*> (null)/(null) opts=(null) when=<*>
626,Jul,3,17:25:31,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
627,Jul,3,17:26:04,calvisitor-10-105-160-184,WeChat,24144,,jemmytest,E253,jemmytest
628,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,hibernate_setup(0) took 4429 ms,E239,hibernate_setup(<*>) took <*> ms
629,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,E6,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****
630,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,E7,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****
631,Jul,3,17:37:48,calvisitor-10-105-160-184,blued,85,,hciControllerOnline; HID devices? 0,E225,hciControllerOnline; HID devices? <*>
632,Jul,3,17:37:48,calvisitor-10-105-160-184,blued,85,,INIT -- Host controller is published,E246,INIT -- Host controller is published
633,Jul,3,17:51:25,calvisitor-10-105-160-184,kernel,0,,"polled file major 1, minor 0, blocksize 4096, pollers 5",E292,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>"
634,Jul,3,17:51:53,calvisitor-10-105-160-184,AddressBookSourceSync,33632,,Unrecognized attribute value: t:AbchPersonItemType,E328,Unrecognized attribute value: t:AbchPersonItemType
635,Jul,3,17:52:07,calvisitor-10-105-160-184,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",E313,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
636,Jul,3,18:06:58,calvisitor-10-105-160-184,kernel,0,,BuildActDeviceEntry exit,E160,BuildActDeviceEntry exit
637,Jul,3,18:07:09,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc21242 119.81.102.227:80,E49,__<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*>.<*> tc<*> <*>:<*>
638,Jul,3,18:34:20,calvisitor-10-105-162-32,kernel,0,,AppleCamIn::handleWakeEvent_gated,E119,AppleCamIn::handleWakeEvent_gated
639,Jul,3,18:35:05,calvisitor-10-105-162-32,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface en0 (10.105.162.32),E261,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>)
640,Jul,3,18:35:06,calvisitor-10-105-162-32,kernel,0,,"ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,",E136,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': <*>,"
641,Jul,3,18:47:54,calvisitor-10-105-162-32,kernel,0,,ARPT: 683617.825411: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],E124,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable]
642,Jul,3,18:47:59,calvisitor-10-105-162-32,kernel,0,,ARPT: 683623.036953: wl0: setup_keepalive: Remote IP: 17.249.12.155,E147,ARPT: <*>.<*>: wl0: setup_keepalive: Remote IP: <*>
643,Jul,3,18:56:23,calvisitor-10-105-162-32,kernel,0,,Wake reason: ARPT (Network),E336,Wake reason: ARPT (Network)
644,Jul,3,18:56:23,calvisitor-10-105-162-32,kernel,0,,AppleActuatorHIDEventDriver: message service is terminated,E117,AppleActuatorHIDEventDriver: message service is terminated
645,Jul,3,18:56:23,calvisitor-10-105-162-32,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,E155,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>
646,Jul,3,18:56:23,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[18:56:23.837] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,E14,[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.
647,Jul,3,18:56:27,authorMacBook-Pro,kernel,0,,en0: BSSID changed to 64:d9:89:6b:b5:33,E207,en0: BSSID changed to <*>
648,Jul,3,18:56:33,calvisitor-10-105-162-32,QQ,10018,,button report: 0x80039B7,E161,button report: <*>
649,Jul,3,18:57:01,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::captureLog Received Capture notice id: 1499133420.914478, reason = DeauthInd:sts:0_rsn:7",E170,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<NUM>_rsn:<NUM>"
650,Jul,3,18:57:12,calvisitor-10-105-162-32,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,E58,<*>::setAwdlAutoMode Resuming AWDL
651,Jul,3,18:57:12,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_18,57,12.221233]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-03_18,57,12.221233]-AirPortBrcm4360_Logs-005.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>"
652,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,payload Data 07 00,E284,payload Data <*> <*>
653,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,E32,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key
654,Jul,3,18:57:57,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
655,Jul,3,18:57:59,authorMacBook-Pro,kernel,0,,en0: 802.11d country code set to 'US'.,E206,en0: <*>.<*> country code set to '<*>'.
656,Jul,3,18:58:10,authorMacBook-Pro,corecaptured,33660,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun
657,Jul,3,18:58:18,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,E276,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
658,Jul,3,18:58:54,calvisitor-10-105-162-32,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
659,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages,E340,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages
660,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,"hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",E241,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>"
661,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,"pages 554018, wire 418692, act 40000, inact 0, cleaned 0 spec 0, zf 0, throt 0, compr 112, xpmapped 40000",E282,"pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>"
662,Jul,3,19:04:48,calvisitor-10-105-162-32,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,E23,[BluetoothHIDDeviceController] EventServiceConnectedCallback
663,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0xc800 ****,E6,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****
664,Jul,3,19:04:52,calvisitor-10-105-162-32,kernel,0,,ARPT: 683779.928118: framerdy 0x0 bmccmd 3 framecnt 1024,E133,ARPT: <*>.<*>: framerdy <*> bmccmd <*> framecnt <*>
665,Jul,3,19:04:52,calvisitor-10-105-162-32,kernel,0,,ARPT: 683780.224800: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,E130,ARPT: <*>.<*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>
666,Jul,3,19:04:52,calvisitor-10-105-162-32,corecaptured,33660,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun
667,Jul,3,19:04:53,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[19:04:53.965] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,E17,[<*>:<*>:<*>.<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (NULL key) at <*> line <*>
668,Jul,3,19:04:54,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21353 failed: 3 - No network route,E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
669,Jul,3,19:04:58,authorMacBook-Pro,corecaptured,33660,,Received Capture Event,E294,Received Capture Event
670,Jul,3,19:05:32,calvisitor-10-105-162-32,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
671,Jul,3,19:05:37,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::copyFile fileName is [2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_19,05,37.535347]=AuthFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>"
672,Jul,3,19:11:46,calvisitor-10-105-162-32,kernel,0,,RTC: PowerByCalendarDate setting ignored,E296,RTC: PowerByCalendarDate setting ignored
673,Jul,3,19:11:48,authorMacBook-Pro,corecaptured,33660,,Received Capture Event,E294,Received Capture Event
674,Jul,3,19:11:55,calvisitor-10-105-162-32,QQ,10018,,button report: 0x8002be0,E161,button report: <*>
675,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,E238,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>
676,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,BuildActDeviceEntry enter,E159,BuildActDeviceEntry enter
677,Jul,3,19:46:41,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,E163,Captive: CNPluginHandler en0: Authenticated
678,Jul,3,19:55:29,calvisitor-10-105-161-225,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
679,Jul,3,19:55:30,calvisitor-10-105-161-225,kernel,0,,"en0: channel changed to 132,+1",E208,en0: channel changed to <*>
680,Jul,3,20:07:56,calvisitor-10-105-161-225,mdworker,33804,,(ImportBailout.Error:1331) Asked to exit for Diskarb,E3,(ImportBailout.Error:<*>) Asked to exit for Diskarb
681,Jul,3,20:16:59,calvisitor-10-105-161-225,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.33827,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",E283,"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>"
682,Jul,3,20:20:37,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[20:20:37.119] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>.<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification
