LineId,Time,Component,Pid,Content,EventId,EventTemplate
569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,E42,onStandStepChanged <*>
570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,E39,onExtend:<*> <*> <*> <*>
571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,E58,setTodayTotalDetailSteps=<*>
573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,E4,calculateCaloriesWithCache totalCalories=<*>
574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,E47,REPORT : <*> <*> <*> <*>
576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,E42,onStandStepChanged <*>
577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,E39,onExtend:<*> <*> <*> <*>
578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,E58,setTodayTotalDetailSteps=<*>
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,E4,calculateCaloriesWithCache totalCalories=<*>
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,E47,REPORT : <*> <*> <*> <*>
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,E42,onStandStepChanged <*>
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,E39,onExtend:<*> <*> <*> <*>
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,E58,setTodayTotalDetailSteps=<*>
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,E4,calculateCaloriesWithCache totalCalories=<*>
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,E47,REPORT : <*> <*> <*> <*>
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,E42,onStandStepChanged <*>
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,E39,onExtend:<*> <*> <*> <*>
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,E58,setTodayTotalDetailSteps=<*>
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,E4,calculateCaloriesWithCache totalCalories=<*>
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,E42,onStandStepChanged <*>
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,E39,onExtend:<*> <*> <*> <*>
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,E58,setTodayTotalDetailSteps=<*>
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,E4,calculateCaloriesWithCache totalCalories=<*>
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,E47,REPORT : <*> <*> <*> <*>
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,E42,onStandStepChanged <*>
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,E39,onExtend:<*> <*> <*> <*>
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,E58,setTodayTotalDetailSteps=<*>
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,E4,calculateCaloriesWithCache totalCalories=<*>
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,E47,REPORT : <*> <*> <*> <*>
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,E42,onStandStepChanged <*>
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,E39,onExtend:<*> <*> <*> <*>
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,E58,setTodayTotalDetailSteps=<*>
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,E4,calculateCaloriesWithCache totalCalories=<*>
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,E47,REPORT : <*> <*> <*> <*>
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,E42,onStandStepChanged <*>
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,E39,onExtend:<*> <*> <*> <*>
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,E58,setTodayTotalDetailSteps=<*>
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,E4,calculateCaloriesWithCache totalCalories=<*>
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,E47,REPORT : <*> <*> <*> <*>
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,E42,onStandStepChanged <*>
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,E39,onExtend:<*> <*> <*> <*>
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,E58,setTodayTotalDetailSteps=<*>
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,E4,calculateCaloriesWithCache totalCalories=<*>
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,E47,REPORT : <*> <*> <*> <*>
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,E42,onStandStepChanged <*>
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,E39,onExtend:<*> <*> <*> <*>
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,E58,setTodayTotalDetailSteps=<*>
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,E4,calculateCaloriesWithCache totalCalories=<*>
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,E47,REPORT : <*> <*> <*> <*>
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,E42,onStandStepChanged <*>
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,E39,onExtend:<*> <*> <*> <*>
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,E58,setTodayTotalDetailSteps=<*>
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,E4,calculateCaloriesWithCache totalCalories=<*>
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,E47,REPORT : <*> <*> <*> <*>
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,E42,onStandStepChanged <*>
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,E39,onExtend:<*> <*> <*> <*>
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,E58,setTodayTotalDetailSteps=<*>
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,E4,calculateCaloriesWithCache totalCalories=<*>
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,E47,REPORT : <*> <*> <*> <*>
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,E42,onStandStepChanged <*>
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,E39,onExtend:<*> <*> <*> <*>
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,E58,setTodayTotalDetailSteps=<*>
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,E4,calculateCaloriesWithCache totalCalories=<*>
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,E47,REPORT : <*> <*> <*> <*>
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,E42,onStandStepChanged <*>
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,E39,onExtend:<*> <*> <*> <*>
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,E58,setTodayTotalDetailSteps=<*>
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,E4,calculateCaloriesWithCache totalCalories=<*>
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,E47,REPORT : <*> <*> <*> <*>
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,E42,onStandStepChanged <*>
668,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,E39,onExtend:<*> <*> <*> <*>
669,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
670,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,E58,setTodayTotalDetailSteps=<*>
671,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,E4,calculateCaloriesWithCache totalCalories=<*>
672,20171223-22:19:14:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
673,20171223-22:19:14:688,Step_StandReportReceiver,30002312,REPORT : 7154 5107 153238 240,E47,REPORT : <*> <*> <*> <*>
674,20171223-22:19:15:855,Step_LSC,30002312,onStandStepChanged 3726,E42,onStandStepChanged <*>
675,20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0,E39,onExtend:<*> <*> <*> <*>
676,20171223-22:19:16:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
677,20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,E58,setTodayTotalDetailSteps=<*>
678,20171223-22:19:16:171,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,E4,calculateCaloriesWithCache totalCalories=<*>
679,20171223-22:19:16:177,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
680,20171223-22:19:43:719,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF
681,20171223-22:19:57:751,Step_LSC,30002312,onStandStepChanged 3732,E42,onStandStepChanged <*>
682,20171223-22:19:57:755,Step_LSC,30002312,onExtend:1514038756000 6 0 4,E39,onExtend:<*> <*> <*> <*>
683,20171223-22:19:57:758,Step_LSC,30002312,onStandStepChanged 3732,E42,onStandStepChanged <*>
684,20171223-22:19:57:763,Step_LSC,30002312,onExtend:1514038798000 0 0 4,E39,onExtend:<*> <*> <*> <*>
685,20171223-22:19:57:775,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON
686,20171223-22:19:57:776,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON
687,20171223-22:19:57:776,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data
688,20171223-22:19:57:777,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548920##8661##16256##27400475,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
689,20171223-22:19:57:778,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,E58,setTodayTotalDetailSteps=<*>
690,20171223-22:19:57:780,Step_LSC,30002312,onStandStepChanged 3732,E42,onStandStepChanged <*>
691,20171223-22:19:57:789,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130052,E4,calculateCaloriesWithCache totalCalories=<*>
692,20171223-22:19:57:796,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
693,20171223-22:19:57:796,Step_StandReportReceiver,30002312,REPORT : 7160 5112 153367 240,E47,REPORT : <*> <*> <*> <*>
694,20171223-22:19:57:878,Step_LSC,30002312,onStandStepChanged 3732,E42,onStandStepChanged <*>
695,20171223-22:19:57:879,Step_LSC,30002312,onExtend:1514038798000 0 0 4,E39,onExtend:<*> <*> <*> <*>
696,20171223-22:19:58:97,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7160##548925##8661##16256##27442097,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
697,20171223-22:19:58:97,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,E58,setTodayTotalDetailSteps=<*>
698,20171223-22:19:58:109,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130052,E4,calculateCaloriesWithCache totalCalories=<*>
699,20171223-22:19:58:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
700,20171223-22:19:58:363,Step_LSC,30002312,onStandStepChanged 3735,E42,onStandStepChanged <*>
701,20171223-22:19:58:363,Step_LSC,30002312,flushTempCacheToDB by stand,E14,flushTempCacheToDB by stand
702,20171223-22:19:58:366,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,E1,Alarm uploadStaticsToDB totalSteps=<*>:<*>:<*>:<*>
703,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,writeDataToDB size 327,E75,writeDataToDB size <*>
704,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
705,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
706,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
707,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233978,0,5,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
708,20171223-22:19:58:367,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002",E72,"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>"
709,20171223-22:19:58:369,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
710,20171223-22:19:58:370,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
711,20171223-22:19:58:371,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",E15,"getAppContext() isAppValid health or wear, packageName = <*>"
712,20171223-22:19:58:373,Step_LSC,30002312,onExtend:1514038799000 3 0 4,E39,onExtend:<*> <*> <*> <*>
713,20171223-22:19:58:374,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
714,20171223-22:19:58:375,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
715,20171223-22:19:58:375,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,E32,insertHiHealthData() checkAppType  <*> appID = <*>
716,20171223-22:19:58:376,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",E34,"insertHiHealthData() size = <*>,app = <*>,One Data Type = <*>,packageName = <*>,writeStatType = <*>"
717,20171223-22:19:58:377,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",E49,"saveHealthDetailData() deviceID = <*>,clientID=<*>,id=<*>"
718,20171223-22:19:58:378,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1",E52,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>"
719,20171223-22:19:58:378,HiH_DataStatManager,30002312,"new date =20171223, type=40002,7163.0,old=6983.0",E37,"new date =<*>, type=<*>,<*>.<*>,old=<*>.<*>"
720,20171223-22:19:58:379,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40003,time = 1513958400000,statClient = 2,who is 1",E52,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>"
721,20171223-22:19:58:380,HiH_DataStatManager,30002312,"new date =20171223, type=40003,153367.0,old=210654.54000000004",E37,"new date =<*>, type=<*>,<*>.<*>,old=<*>.<*>"
722,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003",E50,"saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>"
723,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40005,time = 1513958400000,statClient = 2,who is 1",E52,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>"
724,20171223-22:19:58:381,HiH_DataStatManager,30002312,"new date =20171223, type=40005,240.0,old=330.0",E37,"new date =<*>, type=<*>,<*>.<*>,old=<*>.<*>"
725,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005",E50,"saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>"
726,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1",E52,"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>"
727,20171223-22:19:58:382,HiH_DataStatManager,30002312,"new date =20171223, type=40004,5112.0,old=4985.0",E37,"new date =<*>, type=<*>,<*>.<*>,old=<*>.<*>"
728,20171223-22:19:58:406,HiH_HiHealthDataInsertStore,30002312,"bulkSaveDetailHiHealthData() size = 4,totalTime = 30",E2,"bulkSaveDetailHiHealthData() size = <*>,totalTime = <*>"
729,20171223-22:19:58:407,HiH_ListenerManager,30002312,startListenerChange subscribeList = [1],E63,startListenerChange subscribeList = [<*>]
730,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT",E31,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*>,errorMessage = ERR_DATA_INSERT"
731,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 45,E33,insertHiHealthData() end totalTime = <*>
732,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB() onResult  type = 4 obj=true,E74,uploadStaticsToDB() onResult  type = <*> obj=true
733,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB failed message=true,E73,uploadStaticsToDB failed message=true
734,20171223-22:19:58:413,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,E8,checkInsertStatus stepSum or calorieSum is enough
735,20171223-22:19:58:413,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
736,20171223-22:19:58:415,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
737,20171223-22:19:58:415,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",E15,"getAppContext() isAppValid health or wear, packageName = <*>"
738,20171223-22:19:58:415,HiH_HiSyncControl,30002312,checkInsertStatus stepStatSum or calorieStatSum is enough,E7,checkInsertStatus stepStatSum or calorieStatSum is enough
739,20171223-22:19:58:416,HiH_HiSyncControl,30002312,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",E67,"stepSyncOrNot appSynTimes is <*>, statsyncTimes is <*>"
740,20171223-22:19:58:416,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1",E62,"startInsertSportSync start auto sync,app is <*>"
741,20171223-22:19:58:417,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
742,20171223-22:19:58:417,HiH_HiSyncUtil,30002312,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",E6,"checkFirstSyncByType no such data in db ,type is <*> deviceCode is <*>"
743,20171223-22:19:58:417,HiH_HiSyncControl,30002312,"startInsertSportSync first 500 steps sync,do all sync",E61,"startInsertSportSync first <*> steps sync,do all sync"
744,20171223-22:19:58:419,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
745,20171223-22:19:58:419,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",E64,"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>"
